"Initiative Name","Item Name","PO Number","CMS Job No.","Total Quantity","Delivery Country","Quantity","No. of Pallets","Size of Pallet (h x w x d)","Assembled Product Size (h x w x d)","Outer Pack Size (h x w x d)","Artwork/Promotion","Claim","Artwork Version","Die Cut Version","Artwork Due date","Actual artwork received date","Artwork approved date","Requested Delivery date","Confirmed Delivery Date","Updated Delivery Date","Actual Date Delivered","CMS POD (Y/N)","GR (Y/N)","Invoiced (Y/N)","Labelling","Delivery Address","Booking In Details","Comments","Supplier","PDF downdloaded from Box.com","Approval from Box.com","Status","Orderer","Unit Cost (EUR)","Order Total (EUR)"
"Best of K Snacks Q2 2015","Mega Brand 5 Shelf FSDU","","","","Belgium","180","","","1359mm (h) (1587mm including Header) x 661mm (w) x 288mm (d)","996mm x 896mm x 43mm","","","","","2014-11-21T12:00:00Z","2014-12-12 17:17","","2014-02-17T12:00:00Z","","","","","","","","","","","","","","ORDER SUBMITTED","olivia.vandevelde@kellogg.com","25.59","4606.20"
"Best of K Snacks Q2 2015","Sweet 2 facing FSDU","","","","Belgium","240","","","Height – 1320mm
Height with Header – 1565mm
Width – 350mm
Depth – 410mm","Height – 830mm
Width – 850mm
Depth – 35mm
","","","","","2014-11-21T12:00:00Z","2014-12-12 17:17","","2014-02-17T12:00:00Z","","","","","","","","","","","","","","ORDER SUBMITTED","olivia.vandevelde@kellogg.com","","0.00"
"Best of K Snacks Q2 2015","Wobbler 100x100 mm","","","","Belgium","1200","","","100mm x 100mm","Filled A4 box","","","","","2014-11-21T12:00:00Z","2014-12-12 17:17","","2014-02-17T12:00:00Z","","","","","","","","","","","","","","ORDER SUBMITTED","olivia.vandevelde@kellogg.com","0.43","516.00"
"Best of K Snacks Q2 2015","Mega Brand 5 Shelf FSDU","","","","Portugal","300","","","1359mm (h) (1587mm including Header) x 661mm (w) x 288mm (d)","996mm x 896mm x 43mm","","","","","2014-11-21T12:00:00Z","","","2014-02-17T12:00:00Z","","","","","","","","","","","","","","ARTWORK SUBMITTED","Marlene.Azevedo@kellogg.com","25.59","7677.00"
"Best of K Snacks Q2 2015","Sweet 2 facing FSDU","","","","Portugal","100","","","Height – 1320mm
Height with Header – 1565mm
Width – 350mm
Depth – 410mm","Height – 830mm
Width – 850mm
Depth – 35mm
","","","","","2014-11-21T12:00:00Z","","","2014-02-17T12:00:00Z","","","","","","","","","","","","","","ARTWORK SUBMITTED","Marlene.Azevedo@kellogg.com","","0.00"
"Best of K Snacks Q2 2015","Wobbler 100x100 mm","","","","Portugal","300","","","100mm x 100mm","Filled A4 box","","","","","2014-11-21T12:00:00Z","","","2014-02-17T12:00:00Z","","","","","","","","","","","","","","ARTWORK SUBMITTED","Marlene.Azevedo@kellogg.com","0.43","129.00"
"BM Q1 2015","Sweet 2 facing FSDU","","","","Belgium","65","","","Height – 1320mm
Height with Header – 1565mm
Width – 350mm
Depth – 410mm","Height – 830mm
Width – 850mm
Depth – 35mm","","","","","2014-12-03T11:00:00Z","2014-12-1 15:43","","2014-01-20T11:00:00Z","","","","","","","","","","","","","","ORDER SUBMITTED","olivia.vandevelde@kellogg.com","","0.00"
"BM Q1 2015","Wobbler","","","","Belgium","195","","","100mm x 100mm","Filled A4 box","","","","","2014-12-03T11:00:00Z","2014-12-1 15:43","","2014-01-20T11:00:00Z","","","","","","","","","","","","","","ORDER SUBMITTED","olivia.vandevelde@kellogg.com","0.43","83.85"
"BM Q1 2015","Mega Brand 5 Shelf FSDU","","","","Spain","200","","","1359mm (h) (1587mm including Header) x 661mm (w) x 288mm (d)","996mm x 896mm x 43mm","","","","","2014-12-03T11:00:00Z","","","2014-01-20T11:00:00Z","","","","","","","","","","","","","","ARTWORK SUBMITTED","admin.kelloggs@communisis.com","25.59","5118.00"
"BM Q1 2015","Sweet 2 facing FSDU","","","","Spain","200","","","Height – 1320mm
Height with Header – 1565mm
Width – 350mm
Depth – 410mm","Height – 830mm
Width – 850mm
Depth – 35mm","","","","","2014-12-03T11:00:00Z","","","2014-01-20T11:00:00Z","","","","","","","","","","","","","","ARTWORK SUBMITTED","admin.kelloggs@communisis.com","27.94","5588.00"
"Breakfast Kits","001. Single cereal FSDU body","","","","MED Cluster","50","","","1400mm (h) x 280mm (w) x 300mm (d)","770mm (h) x 615mm (w) x 35mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","002. Single Facing Cereal FSDU Header (Initiative)","","","","MED Cluster","50","","","511mm (h) x 275mm (w)","","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","004. Multi Use FSDU Body","","","","MED Cluster","12","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","004. Multi Use FSDU Body","","","","MED Cluster","20","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","004. Multi Use FSDU Body","","","","MED Cluster","200","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","005. Multi Use FSDU Header (Initiative)","","","","MED Cluster","12","",""," 485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","005. Multi Use FSDU Header (Initiative)","","","","MED Cluster","20","",""," 485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","005. Multi Use FSDU Header (Initiative)","","","","MED Cluster","200","",""," 485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","007. 3 Facing FSDU Body","","","","MED Cluster","20","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","008. 3 Facing FSDU Header (Initiative)","","","","MED Cluster","20","","","511mm (h) x 625mm (w)","","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","008. 3 Facing FSDU Header (Initiative)","","","","MED Cluster","4","","","511mm (h) x 625mm (w)","","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","013. 1/4 Pallet with Snacks Shelf Body","","","","MED Cluster","10","","","1470mm (h) x 600mm (w) x 400mm (d)","687mm (w) x 815mm (h)  x 68mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","013. 1/4 Pallet with Snacks Shelf Body","","","","MED Cluster","40","","","1470mm (h) x 600mm (w) x 400mm (d)","687mm (w) x 815mm (h)  x 68mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","014. 1/4 Pallet with Snacks Shelf Header (Initiative)","","","","MED Cluster","40","","","427mm (h) x 600mm (w)","","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","014. 1/4 Pallet with Snacks Shelf Header (Initiative)","","","","MED Cluster","8","","","427mm (h) x 600mm (w)","","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","017. 1/2 Pallet FSDU","","","","MED Cluster","4","","","930mm (h) x 800mm (w) x 600mm (d)","820mm (w) x 40mm (d) x 900mm (h)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","021. Full Pallet wrap Body - EURO","","","","MED Cluster","3","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","900mm (h) x 655mm (w) x 65mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","021. Full Pallet wrap Body - EURO","","","","MED Cluster","60","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","900mm (h) x 655mm (w) x 65mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","022. Full Pallet wrap Header - EURO (Initiative)","","","","MED Cluster","3","","","546mm (h) x 1186mm (w)","","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","022. Full Pallet wrap Header - EURO (Initiative)","","","","MED Cluster","60","","","546mm (h) x 1186mm (w)","","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","029. Header on Pole (Initiative)","","","","MED Cluster","20","","","Header: 700mm (h) x 1170mm (w) x 70mm (d)
(as per cutter guide)

Poles:3 x 820mm (l) x 65mm (dia)
2x Poles with Spigot ends. Spigot measures 150mm. 

Base: 580mm (h) x 730mm (w)

Overall total height from the top of the header to floor is 2450mm.","","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","035. Pallet Roll","","","","MED Cluster","20","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","035. Pallet Roll","","","","MED Cluster","3","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","035. Pallet Roll","","","","MED Cluster","4","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","037. Pallet Skirt - EURO","","","","MED Cluster","60","","","EU: 450mm (h) x 1200mm (w) x 800mm (d)","700mm (h) x 465mm (w) x 65mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","042. Totem - 1.75m (Initiative)","","","","MED Cluster","12","","","1750mm (h) x 590mm (w)"," 630mm (h) x 600mm (w) x 50mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","044. Aisle fin (Initiative)","","","","MED Cluster","20","","","600mm (h) x 160mm (w)","650mm (h) x 166mm (w) x 30mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","044. Aisle fin (Initiative)","","","","MED Cluster","30","","","600mm (h) x 160mm (w)","650mm (h) x 166mm (w) x 30mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","046. Display Flag","","","","MED Cluster","12","","","1175mm (h) x 200mm (w) (327mm width including tabs). ","1190mm (h) x 340mm (w) x 30mm (d)","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","048. Wobbler with Die Cut (Initiative)","","","","MED Cluster","200","","","120mm (h) x 120mm (w)","Bagged in 10s in envelopes.","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","048. Wobbler with Die Cut (Initiative)","","","","MED Cluster","200","","","120mm (h) x 120mm (w)","Bagged in 10s in envelopes.","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","048. Wobbler with Die Cut (Initiative)","","","","MED Cluster","400","","","120mm (h) x 120mm (w)","Bagged in 10s in envelopes.","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Breakfast Kits","050. Pancarte","","","","MED Cluster","8","","","
500mm (h) x 975mm (w)
","1000mm (w) x 500mm x 20mm
Individual cardboard sleeves.","","","","","","2017-05-09T10:55:37.393Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"BTS UK Q3 2017","002. Single Facing Cereal FSDU Header (Initiative)","","","","UK and ROI Cluster","129","","","511mm (h) x 275mm (w)","","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"BTS UK Q3 2017","011. 1/4 Pallet FSDU Header (Initiative)","","","","UK and ROI Cluster","180","","","427mm (h) x 600mm (w)","","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"BTS UK Q3 2017","031. SuperValu Gondola End Kits - ROI only (Initiative)","","","","UK and ROI Cluster","200","","","Side Panel: 1730mm (h) x 295mm (w)

Header: 410mm (h) x 800mm (w)","Outer Pack: 450mm (h) x 900mm (w) x 30mm (h)

Packed in kits. 1x kit = 2x headers and 2x side panels","","","","","","","","","","","","","","","","ROI: SEKO Logistics","","","","","","","","0","0.00"
"BTS UK Q3 2017","034. Dunnes Gondola End Kits - ROI only","","","","UK and ROI Cluster","125","","","Side Panel: 1737mm (h) x 380mm (w)","Outer Pack: 870mm (h) x 453 mm(w) x 27mm (d)

Packed in kits. 1 x kit = 2 x side panels.","","","","","","","","","","","","","","","","ROI: SEKO Logistics","","","","","","","","0","0.00"
"BTS UK Q3 2017","036. Pallet Skirt - GB","","","","UK and ROI Cluster","200","","","GB: 450mm (h) x 1200mm (w) x 1000mm (d)","700mm (h) x 465mm (w) x 65mm (d)","","","","","","","","","","","","","","","","ROI: SEKO Logistics","","","","","","","","0","0.00"
"BTS UK Q3 2017","036. Pallet Skirt - GB","","","","UK and ROI Cluster","260","","","GB: 450mm (h) x 1200mm (w) x 1000mm (d)","700mm (h) x 465mm (w) x 65mm (d)","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"BTS UK Q3 2017","056. Pallet Front (Bus)","","","","UK and ROI Cluster","250","","","1500mm x 1000mm X 600mm","Must not exceed 900mm x 900mm x
172mm","","","","","","","","","","","","","","","","ROI: SEKO Logistics","","","","","","","","0","0.00"
"BTS UK Q3 2017","056. Pallet Front (Bus)","","","","UK and ROI Cluster","300","","","1500mm x 1000mm X 600mm","Must not exceed 900mm x 900mm x
172mm","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"BTS UK Snacks Q3 2017 ","001. Multi Use FSDU Body","","","","UK and ROI Cluster","75","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","","","","","","","","","","","ROI: SEKO Logistics","","","","","","","","0","0.00"
"BTS UK Snacks Q3 2017 ","002. Multi Use FSDU Header (Initiative)","","","","UK and ROI Cluster","175","","","485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"BTS UK Snacks Q3 2017 ","002. Multi Use FSDU Header (Initiative)","","","","UK and ROI Cluster","200","","","485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","","","","","","","","","","","ROI: SEKO Logistics","","","","","","","","0","0.00"
"BTS UK Snacks Q3 2017 ","008. Snacks Dump Bin Header (Initiative)","","","","UK and ROI Cluster","75","","","622mm (w) x 573mm ","","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"BTS UK Snacks Q3 2017 ","018. SELS (x4 per pack)","","","","UK and ROI Cluster","75","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","","","","","","","","","","","ROI: SEKO Logistics","","","","","","","","0","0.00"
"Closing Wednesday2","108 KS Sekunden","","","","Geneva","10","","","590 w x 400 d x 610 h","N/A - Delivered bulk packed on pallets","","","","","2016-06-25T12:00:00Z","","","","","","","","","","","Geneva Delivery 1","","","","","","","","7.45","74.50"
